,date,rainfall,temperature,humidity,pressure,wind_speed,river_discharge,ward,district,city
526,2025-11-17,1.1,22.6,85,1018.6,9.8,0.85,An Khanh,Hoai Duc,Ha Noi
527,2025-11-18,18.4,18.2,90,1022.9,21.6,2.0,An Khanh,Hoai Duc,Ha Noi
528,2025-11-19,1.5,15.0,72,1026.6,22.1,5.75,An Khanh,Hoai Duc,Ha Noi
529,2025-11-20,0.0,16.9,68,1023.9,15.7,5.0,An Khanh,Hoai Duc,Ha Noi
530,2025-11-21,0.0,18.1,65,1023.0,17.5,3.58,An Khanh,Hoai Duc,Ha Noi
531,2025-11-22,0.0,19.1,62,1020.2,9.8,1.49,An Khanh,Hoai Duc,Ha Noi
532,2025-11-23,0.0,20.3,68,1018.5,9.2,1.08,An Khanh,Hoai Duc,Ha Noi
533,2025-11-24,0.0,19.7,73,1019.1,13.0,0.81,An Khanh,Hoai Duc,Ha Noi
534,2025-11-25,0.0,19.3,60,1020.3,20.8,0.62,An Khanh,Hoai Duc,Ha Noi
535,2025-11-26,0.0,17.4,67,1019.5,12.3,0.51,An Khanh,Hoai Duc,Ha Noi
536,2025-11-27,0.0,17.5,63,1022.5,23.1,0.46,An Khanh,Hoai Duc,Ha Noi
537,2025-11-28,0.0,16.6,65,1018.0,10.6,0.44,An Khanh,Hoai Duc,Ha Noi
538,2025-11-29,0.0,16.2,73,1014.6,8.0,0.42,An Khanh,Hoai Duc,Ha Noi
539,2025-11-30,0.0,18.3,76,1012.9,8.7,0.41,An Khanh,Hoai Duc,Ha Noi
540,2025-12-01,2.1,19.8,84,1013.3,11.3,0.39,An Khanh,Hoai Duc,Ha Noi
541,2025-12-02,1.0,22.3,85,1012.3,7.3,0.39,An Khanh,Hoai Duc,Ha Noi
542,2025-12-03,2.5,21.3,78,1017.7,18.6,0.55,An Khanh,Hoai Duc,Ha Noi
543,2025-12-04,0.0,20.6,71,1018.5,6.6,0.73,An Khanh,Hoai Duc,Ha Noi
544,2025-12-05,0.8,19.5,80,1019.8,10.9,0.39,An Khanh,Hoai Duc,Ha Noi
545,2025-12-06,0.0,20.2,75,1017.8,11.6,0.41,An Khanh,Hoai Duc,Ha Noi
546,2025-12-07,0.5,21.1,85,1017.4,8.5,0.41,An Khanh,Hoai Duc,Ha Noi
547,2025-12-08,1.4,20.8,78,1019.1,14.5,0.5,An Khanh,Hoai Duc,Ha Noi
548,2025-12-09,0.0,20.2,78,1017.8,8.7,0.53,An Khanh,Hoai Duc,Ha Noi
549,2025-12-10,0.0,20.8,78,1016.6,6.6,0.49,An Khanh,Hoai Duc,Ha Noi
550,2025-12-11,0.0,20.7,83,1016.8,8.2,0.44,An Khanh,Hoai Duc,Ha Noi
551,2025-12-12,1.7,22.1,80,1014.2,9.8,0.44,An Khanh,Hoai Duc,Ha Noi
552,2025-12-13,30.6,20.6,86,1017.7,22.5,1.77,An Khanh,Hoai Duc,Ha Noi
553,2025-12-14,0.0,18.0,62,1021.3,14.4,5.62,An Khanh,Hoai Duc,Ha Noi
554,2025-12-15,0.0,17.7,75,1018.3,8.4,5.21,An Khanh,Hoai Duc,Ha Noi
555,2025-12-16,0.0,18.9,82,1017.3,5.4,2.86,An Khanh,Hoai Duc,Ha Noi
556,2025-12-17,0.6,20.3,84,1019.3,10.7,1.94,An Khanh,Hoai Duc,Ha Noi
557,2025-12-18,0.0,20.2,80,1017.7,8.9,1.39,An Khanh,Hoai Duc,Ha Noi
558,2025-12-19,0.0,19.8,82,1013.6,13.0,1.19,An Khanh,Hoai Duc,Ha Noi
559,2025-12-20,1.0,21.3,86,1014.3,9.3,0.97,An Khanh,Hoai Duc,Ha Noi
560,2025-12-21,0.9,21.2,84,1016.6,14.4,0.78,An Khanh,Hoai Duc,Ha Noi
561,2025-12-22,0.9,21.3,84,1014.2,16.1,0.69,An Khanh,Hoai Duc,Ha Noi
562,2025-12-23,0.8,22.8,83,1012.5,18.8,0.55,An Khanh,Hoai Duc,Ha Noi
563,2025-12-24,1.9,22.7,84,1011.9,20.9,0.5,An Khanh,Hoai Duc,Ha Noi
564,2025-12-25,2.1,17.8,61,1019.3,22.2,0.64,An Khanh,Hoai Duc,Ha Noi
565,2025-12-26,0.0,16.3,53,1019.6,10.3,0.83,An Khanh,Hoai Duc,Ha Noi
566,2025-12-27,0.0,16.0,64,1018.9,9.1,0.7,An Khanh,Hoai Duc,Ha Noi
567,2025-12-28,0.0,17.1,70,1017.7,6.5,0.56,An Khanh,Hoai Duc,Ha Noi
568,2025-12-29,0.0,19.7,74,1014.4,16.0,0.49,An Khanh,Hoai Duc,Ha Noi
569,2025-12-30,0.5,20.8,79,1013.3,14.4,0.44,An Khanh,Hoai Duc,Ha Noi
570,2025-12-31,0.3,21.3,81,1010.4,16.7,0.42,An Khanh,Hoai Duc,Ha Noi
571,2026-01-01,4.3,20.1,87,1014.5,17.5,0.55,An Khanh,Hoai Duc,Ha Noi
572,2026-01-02,1.4,16.0,73,1021.2,14.5,1.52,An Khanh,Hoai Duc,Ha Noi
573,2026-01-03,0.0,16.4,69,1021.4,7.9,1.77,An Khanh,Hoai Duc,Ha Noi
574,2026-01-04,0.3,17.8,81,1018.7,11.6,1.33,An Khanh,Hoai Duc,Ha Noi
575,2026-01-05,0.3,16.1,78,1020.7,18.9,1.06,An Khanh,Hoai Duc,Ha Noi
576,2026-01-06,0.0,14.3,68,1025.2,15.8,0.83,An Khanh,Hoai Duc,Ha Noi
577,2026-01-07,0.0,14.3,68,1025.2,12.0,0.66,An Khanh,Hoai Duc,Ha Noi
578,2026-01-08,0.0,14.3,65,1025.0,8.2,0.53,An Khanh,Hoai Duc,Ha Noi
579,2026-01-09,0.0,14.8,67,1021.5,10.3,0.47,An Khanh,Hoai Duc,Ha Noi
580,2026-01-10,0.0,15.5,73,1019.6,7.8,0.42,An Khanh,Hoai Duc,Ha Noi
581,2026-01-11,0.0,16.7,67,1021.8,10.1,0.41,An Khanh,Hoai Duc,Ha Noi
582,2026-01-12,0.0,17.1,75,1019.1,8.3,0.39,An Khanh,Hoai Duc,Ha Noi
583,2026-01-13,0.0,18.2,71,1018.1,11.7,0.37,An Khanh,Hoai Duc,Ha Noi
584,2026-01-14,0.0,19.3,76,1014.6,15.6,0.37,An Khanh,Hoai Duc,Ha Noi
585,2026-01-15,0.1,20.0,82,1014.8,10.9,0.36,An Khanh,Hoai Duc,Ha Noi
586,2026-01-16,0.2,21.6,80,1011.1,14.0,0.36,An Khanh,Hoai Duc,Ha Noi
587,2026-01-17,4.0,21.1,86,1010.8,13.2,0.36,An Khanh,Hoai Duc,Ha Noi
588,2026-01-18,1.3,21.7,81,1010.0,17.7,0.44,An Khanh,Hoai Duc,Ha Noi
589,2026-01-19,0.2,22.1,80,1010.4,19.1,0.52,An Khanh,Hoai Duc,Ha Noi
590,2026-01-20,1.4,22.2,83,1012.9,17.9,0.36,An Khanh,Hoai Duc,Ha Noi
591,2026-01-21,4.8,17.0,75,1018.1,16.8,0.67,An Khanh,Hoai Duc,Ha Noi
592,2026-01-22,1.6,11.5,74,1023.4,14.4,0.92,An Khanh,Hoai Duc,Ha Noi
593,2026-01-23,0.0,12.6,69,1023.3,8.4,1.39,An Khanh,Hoai Duc,Ha Noi
594,2026-01-24,0.2,13.8,79,1021.0,6.1,1.17,An Khanh,Hoai Duc,Ha Noi
595,2026-01-25,0.0,17.4,83,1016.3,10.8,0.87,An Khanh,Hoai Duc,Ha Noi
596,2026-01-26,0.2,18.7,87,1018.0,8.5,0.67,An Khanh,Hoai Duc,Ha Noi
597,2026-01-27,0.5,19.9,83,1018.5,9.5,0.64,An Khanh,Hoai Duc,Ha Noi
598,2026-01-28,0.0,19.3,76,1018.3,16.8,0.56,An Khanh,Hoai Duc,Ha Noi
599,2026-01-29,0.2,20.4,81,1015.1,19.0,0.55,An Khanh,Hoai Duc,Ha Noi
600,2026-01-30,0.0,21.8,81,1015.7,17.4,0.47,An Khanh,Hoai Duc,Ha Noi
601,2026-01-31,2.7,19.2,78,1019.6,19.1,0.44,An Khanh,Hoai Duc,Ha Noi
602,2026-02-01,0.0,18.0,68,1021.1,8.8,0.41,An Khanh,Hoai Duc,Ha Noi
603,2026-02-02,0.5,16.1,73,1023.1,8.6,0.41,An Khanh,Hoai Duc,Ha Noi
604,2026-02-03,0.0,16.9,77,1021.6,8.5,0.37,An Khanh,Hoai Duc,Ha Noi
605,2026-02-04,0.6,18.8,81,1016.4,12.6,0.37,An Khanh,Hoai Duc,Ha Noi
606,2026-02-05,0.2,21.0,84,1013.1,13.7,0.34,An Khanh,Hoai Duc,Ha Noi
607,2026-02-06,0.4,22.9,82,1012.4,14.1,0.34,An Khanh,Hoai Duc,Ha Noi
608,2026-02-07,2.1,22.6,82,1014.4,18.1,0.34,An Khanh,Hoai Duc,Ha Noi
609,2026-02-08,15.8,15.5,90,1021.2,20.3,0.91,An Khanh,Hoai Duc,Ha Noi
610,2026-02-09,5.1,13.5,87,1019.8,8.7,2.72,An Khanh,Hoai Duc,Ha Noi
611,2026-02-10,0.3,17.5,82,1017.2,9.2,1.97,An Khanh,Hoai Duc,Ha Noi
612,2026-02-11,2.0,18.6,86,1018.9,10.3,0.91,An Khanh,Hoai Duc,Ha Noi
613,2026-02-12,0.5,19.9,84,1016.1,15.0,0.53,An Khanh,Hoai Duc,Ha Noi
614,2026-02-13,0.1,22.2,83,1013.7,15.0,0.41,An Khanh,Hoai Duc,Ha Noi
615,2026-02-14,0.3,22.8,80,1013.4,16.1,0.28,An Khanh,Hoai Duc,Ha Noi
616,2026-02-15,0.1,23.4,78,1012.2,18.4,0.19,An Khanh,Hoai Duc,Ha Noi
617,2026-02-16,0.3,23.6,77,1012.4,14.6,0.16,An Khanh,Hoai Duc,Ha Noi
618,2026-02-17,2.9,22.9,82,1015.3,14.5,0.12,An Khanh,Hoai Duc,Ha Noi
619,2026-02-18,2.5,18.9,80,1019.2,11.1,0.28,An Khanh,Hoai Duc,Ha Noi
620,2026-02-19,1.6,19.3,81,1020.4,8.5,0.31,An Khanh,Hoai Duc,Ha Noi
621,2026-02-20,0.6,20.2,74,1018.1,14.8,0.12,An Khanh,Hoai Duc,Ha Noi
622,2026-02-21,0.0,21.5,81,1008.8,17.7,0.12,An Khanh,Hoai Duc,Ha Noi
623,2026-02-22,4.3,22.0,91,1008.3,13.7,0.09,An Khanh,Hoai Duc,Ha Noi
624,2026-02-23,0.3,23.5,83,1008.6,18.9,0.16,An Khanh,Hoai Duc,Ha Noi
625,2026-02-24,0.6,23.5,86,1010.0,14.4,0.19,An Khanh,Hoai Duc,Ha Noi
626,2026-02-25,7.2,23.5,86,1010.8,13.4,0.16,An Khanh,Hoai Duc,Ha Noi
627,2026-02-26,11.7,22.3,89,1008.3,14.4,0.81,An Khanh,Hoai Duc,Ha Noi
628,2026-02-27,0.1,23.5,84,1005.5,18.4,1.28,An Khanh,Hoai Duc,Ha Noi
629,2026-02-28,1.1,25.6,85,1003.7,19.9,1.0,An Khanh,Hoai Duc,Ha Noi
630,2026-03-01,0.1,26.0,84,1003.7,16.2,0.56,An Khanh,Hoai Duc,Ha Noi
631,2026-03-02,0.2,26.4,85,1005.7,14.7,0.44,An Khanh,Hoai Duc,Ha Noi
632,2026-03-03,4.7,22.2,71,1011.8,15.8,1.4,An Khanh,Hoai Duc,Ha Noi
633,2026-03-04,0.1,19.7,65,1015.4,14.3,1.53,An Khanh,Hoai Duc,Ha Noi
634,2026-03-05,0.2,19.8,79,1014.6,7.0,2.22,An Khanh,Hoai Duc,Ha Noi
635,2026-03-06,0.2,21.5,78,1015.5,13.6,1.72,An Khanh,Hoai Duc,Ha Noi
636,2026-03-07,0.2,21.4,80,1015.6,17.4,1.34,An Khanh,Hoai Duc,Ha Noi
637,2026-03-08,3.3,21.9,84,1015.5,18.3,1.09,An Khanh,Hoai Duc,Ha Noi
638,2026-03-09,6.2,20.0,83,1019.8,26.1,0.94,An Khanh,Hoai Duc,Ha Noi
639,2026-03-10,0.0,19.2,60,1021.5,16.7,1.28,An Khanh,Hoai Duc,Ha Noi
640,2026-03-11,0.2,18.6,79,1017.8,7.7,1.38,An Khanh,Hoai Duc,Ha Noi
641,2026-03-12,0.0,20.3,76,1017.2,10.3,0.87,An Khanh,Hoai Duc,Ha Noi
642,2026-03-13,0.3,20.6,71,1018.5,14.6,0.75,An Khanh,Hoai Duc,Ha Noi
643,2026-03-14,1.1,20.8,77,1018.7,14.5,0.63,An Khanh,Hoai Duc,Ha Noi
644,2026-03-15,0.9,21.4,82,1017.5,15.0,0.59,An Khanh,Hoai Duc,Ha Noi
645,2026-03-16,0.3,22.5,80,1014.0,20.4,0.53,An Khanh,Hoai Duc,Ha Noi
646,2026-03-17,0.0,23.4,78,1011.6,24.3,0.5,An Khanh,Hoai Duc,Ha Noi
647,2026-03-18,0.1,23.9,81,1011.7,18.8,0.44,An Khanh,Hoai Duc,Ha Noi
648,2026-03-19,0.3,24.5,82,1010.2,22.9,0.44,An Khanh,Hoai Duc,Ha Noi
649,2026-03-20,0.8,24.5,84,1010.5,20.0,0.37,An Khanh,Hoai Duc,Ha Noi
650,2026-03-21,0.7,24.2,82,1012.4,21.9,0.37,An Khanh,Hoai Duc,Ha Noi
651,2026-03-22,4.5,24.7,81,1011.1,21.9,0.47,An Khanh,Hoai Duc,Ha Noi
652,2026-03-23,0.8,25.1,82,1009.8,21.7,0.44,An Khanh,Hoai Duc,Ha Noi
653,2026-03-24,0.6,25.7,81,1008.7,18.6,0.31,An Khanh,Hoai Duc,Ha Noi
654,2026-03-25,0.3,25.8,80,1009.2,20.7,0.28,An Khanh,Hoai Duc,Ha Noi
655,2026-03-26,0.0,26.5,81,1007.5,18.3,0.28,An Khanh,Hoai Duc,Ha Noi
656,2026-03-27,1.0,26.2,83,1006.7,19.3,0.25,An Khanh,Hoai Duc,Ha Noi
657,2026-03-28,0.2,26.5,82,1006.9,17.0,0.25,An Khanh,Hoai Duc,Ha Noi
658,2026-03-29,2.4,26.8,83,1005.8,25.7,0.28,An Khanh,Hoai Duc,Ha Noi
659,2026-03-30,0.2,27.7,81,1004.3,22.5,0.47,An Khanh,Hoai Duc,Ha Noi
660,2026-03-31,0.4,28.8,74,1004.3,18.7,0.44,An Khanh,Hoai Duc,Ha Noi
661,2026-04-01,0.3,25.2,72,1009.9,14.4,0.47,An Khanh,Hoai Duc,Ha Noi
662,2026-04-02,0.3,25.4,81,1007.8,21.0,0.5,An Khanh,Hoai Duc,Ha Noi
663,2026-04-03,0.0,28.2,81,1003.4,12.1,0.63,An Khanh,Hoai Duc,Ha Noi
664,2026-04-04,0.0,26.9,75,1004.1,15.6,0.47,An Khanh,Hoai Duc,Ha Noi
665,2026-04-05,0.2,27.6,79,1001.2,19.3,0.41,An Khanh,Hoai Duc,Ha Noi
666,2026-04-06,0.0,30.2,74,1000.5,9.4,0.31,An Khanh,Hoai Duc,Ha Noi
667,2026-04-07,0.0,30.9,66,1001.6,12.0,0.28,An Khanh,Hoai Duc,Ha Noi
668,2026-04-08,0.0,29.9,73,1003.0,18.6,0.28,An Khanh,Hoai Duc,Ha Noi
669,2026-04-09,0.1,29.3,78,1003.8,14.9,0.25,An Khanh,Hoai Duc,Ha Noi
670,2026-04-10,0.0,29.5,78,1002.5,18.0,0.25,An Khanh,Hoai Duc,Ha Noi
671,2026-04-11,0.0,30.2,71,1000.8,8.9,0.22,An Khanh,Hoai Duc,Ha Noi
672,2026-04-12,0.0,29.7,70,1000.7,9.8,0.22,An Khanh,Hoai Duc,Ha Noi
673,2026-04-13,0.0,29.1,79,1003.4,15.8,0.22,An Khanh,Hoai Duc,Ha Noi
674,2026-04-14,0.0,29.2,81,1004.2,15.3,0.22,An Khanh,Hoai Duc,Ha Noi
675,2026-04-15,0.1,29.1,82,1003.7,17.6,0.22,An Khanh,Hoai Duc,Ha Noi
676,2026-04-16,0.4,29.0,82,1004.9,16.6,0.22,An Khanh,Hoai Duc,Ha Noi
677,2026-04-17,41.9,26.1,89,1008.1,23.9,0.22,An Khanh,Hoai Duc,Ha Noi
678,2026-04-18,8.4,25.2,86,1009.6,14.4,5.75,An Khanh,Hoai Duc,Ha Noi
679,2026-04-19,0.6,26.0,83,1008.1,17.2,7.53,An Khanh,Hoai Duc,Ha Noi
680,2026-04-20,0.2,26.0,84,1006.3,18.5,2.5,An Khanh,Hoai Duc,Ha Noi
681,2026-04-21,0.0,27.8,82,1003.9,23.6,1.47,An Khanh,Hoai Duc,Ha Noi
682,2026-04-22,0.0,28.8,82,1002.6,19.2,1.22,An Khanh,Hoai Duc,Ha Noi
683,2026-04-23,11.2,24.9,81,1006.7,23.5,1.53,An Khanh,Hoai Duc,Ha Noi
684,2026-04-24,6.2,24.5,81,1010.3,8.4,2.13,An Khanh,Hoai Duc,Ha Noi
685,2026-04-25,0.1,25.7,77,1012.4,11.1,4.25,An Khanh,Hoai Duc,Ha Noi
686,2026-04-26,0.2,25.5,83,1009.9,14.8,2.6,An Khanh,Hoai Duc,Ha Noi
687,2026-04-27,0.2,26.8,81,1006.2,18.4,1.78,An Khanh,Hoai Duc,Ha Noi
688,2026-04-28,0.0,27.3,82,1004.5,14.1,1.34,An Khanh,Hoai Duc,Ha Noi
689,2026-04-29,17.6,25.0,72,1010.7,21.4,1.97,An Khanh,Hoai Duc,Ha Noi
690,2026-04-30,0.0,23.5,65,1014.0,10.5,1.5,An Khanh,Hoai Duc,Ha Noi
691,2026-05-01,0.0,24.3,77,1010.4,18.3,1.34,An Khanh,Hoai Duc,Ha Noi
692,2026-05-02,2.4,26.0,83,1007.3,15.9,1.0,An Khanh,Hoai Duc,Ha Noi
693,2026-05-03,16.6,25.0,89,1009.0,15.7,0.81,An Khanh,Hoai Duc,Ha Noi
694,2026-05-04,11.8,23.5,75,1013.8,15.3,6.91,An Khanh,Hoai Duc,Ha Noi
695,2026-05-05,0.0,25.2,78,1010.5,15.7,6.19,An Khanh,Hoai Duc,Ha Noi
696,2026-05-06,0.0,27.2,78,1006.8,20.4,3.56,An Khanh,Hoai Duc,Ha Noi
697,2026-05-07,13.3,26.8,89,1007.6,17.3,2.37,An Khanh,Hoai Duc,Ha Noi
698,2026-05-08,26.3,26.0,86,1011.0,11.6,4.41,An Khanh,Hoai Duc,Ha Noi
699,2026-05-09,2.8,25.0,81,1012.8,10.8,9.19,An Khanh,Hoai Duc,Ha Noi
700,2026-05-10,0.3,24.6,81,1012.4,8.3,3.59,An Khanh,Hoai Duc,Ha Noi
701,2026-05-11,0.2,26.7,81,1010.0,12.3,2.34,An Khanh,Hoai Duc,Ha Noi
702,2026-05-12,1.8,27.7,84,1006.0,16.2,2.69,An Khanh,Hoai Duc,Ha Noi
703,2026-05-13,1.0,28.8,84,1002.1,24.5,1.97,An Khanh,Hoai Duc,Ha Noi
704,2026-05-14,0.0,30.6,75,1000.2,15.3,1.4,An Khanh,Hoai Duc,Ha Noi
705,2026-05-15,0.1,30.3,75,1000.6,12.9,1.4,An Khanh,Hoai Duc,Ha Noi
706,2026-05-16,35.3,28.5,88,1002.0,16.0,1.16,An Khanh,Hoai Duc,Ha Noi
707,2026-05-17,23.6,27.1,92,1003.4,12.7,2.34,An Khanh,Hoai Duc,Ha Noi
708,2026-05-18,6.9,27.1,91,1003.2,15.2,3.22,An Khanh,Hoai Duc,Ha Noi
709,2026-05-19,14.9,27.7,89,1002.3,16.0,3.53,An Khanh,Hoai Duc,Ha Noi
710,2026-05-20,14.3,27.4,90,1002.2,15.1,7.93,An Khanh,Hoai Duc,Ha Noi
711,2026-05-21,19.5,27.4,92,1004.4,16.8,10.22,An Khanh,Hoai Duc,Ha Noi
712,2026-05-22,0.8,29.7,83,1004.3,16.5,8.12,An Khanh,Hoai Duc,Ha Noi
713,2026-05-23,0.0,31.5,72,1003.1,18.9,5.25,An Khanh,Hoai Duc,Ha Noi
714,2026-05-24,0.0,31.9,69,1002.8,16.5,4.31,An Khanh,Hoai Duc,Ha Noi
715,2026-05-25,0.0,32.5,68,1001.3,16.7,3.03,An Khanh,Hoai Duc,Ha Noi
716,2026-05-26,0.0,33.2,64,1000.4,15.0,2.18,An Khanh,Hoai Duc,Ha Noi
717,2026-05-27,0.2,32.7,69,1002.4,15.1,1.62,An Khanh,Hoai Duc,Ha Noi
718,2026-05-28,17.3,30.8,77,1005.6,11.3,1.22,An Khanh,Hoai Duc,Ha Noi
719,2026-05-29,5.6,28.6,86,1007.6,12.7,2.34,An Khanh,Hoai Duc,Ha Noi
720,2026-05-30,12.7,28.1,85,1009.0,12.0,3.94,An Khanh,Hoai Duc,Ha Noi
721,2026-05-31,0.6,29.4,79,1007.3,15.3,2.53,An Khanh,Hoai Duc,Ha Noi
722,2026-06-01,1.0,30.7,76,1005.7,16.1,2.16,An Khanh,Hoai Duc,Ha Noi
723,2026-06-02,0.1,31.2,75,1003.5,17.4,1.5,An Khanh,Hoai Duc,Ha Noi
724,2026-06-03,0.8,31.2,75,1000.9,18.2,1.75,An Khanh,Hoai Duc,Ha Noi
725,2026-06-04,11.6,30.3,80,1000.6,18.9,2.37,An Khanh,Hoai Duc,Ha Noi
726,2026-06-05,6.7,28.2,83,1002.6,10.8,1.97,An Khanh,Hoai Duc,Ha Noi
727,2026-06-06,1.7,30.6,79,1001.6,16.1,1.22,An Khanh,Hoai Duc,Ha Noi
728,2026-06-07,0.3,32.1,70,999.9,18.3,2.47,An Khanh,Hoai Duc,Ha Noi
729,2026-06-08,4.9,30.8,71,999.9,20.1,1.84,An Khanh,Hoai Duc,Ha Noi
730,2026-06-09,20.1,25.9,77,1005.6,18.4,5.81,An Khanh,Hoai Duc,Ha Noi
731,2024-06-09,33.9,26.9,93,1002.5,10.1,7276.8,Di Trach,Hoai Duc,Ha Noi
732,2024-06-10,35.1,27.1,91,1004.0,13.1,7851.36,Di Trach,Hoai Duc,Ha Noi
733,2024-06-11,7.4,28.5,87,1003.4,12.6,10138.12,Di Trach,Hoai Duc,Ha Noi
734,2024-06-12,1.1,30.3,81,1002.2,14.8,10567.18,Di Trach,Hoai Duc,Ha Noi
735,2024-06-13,0.0,31.4,76,999.3,12.8,10138.12,Di Trach,Hoai Duc,Ha Noi
736,2024-06-14,0.0,31.6,69,998.2,10.4,9483.18,Di Trach,Hoai Duc,Ha Noi
737,2024-06-15,0.0,30.5,81,999.7,13.0,8451.79,Di Trach,Hoai Duc,Ha Noi
738,2024-06-16,3.5,30.6,82,1000.9,18.5,7887.6,Di Trach,Hoai Duc,Ha Noi
739,2024-06-17,20.7,30.9,80,1000.1,16.2,8052.78,Di Trach,Hoai Duc,Ha Noi
740,2024-06-18,0.1,30.7,79,999.3,12.1,8549.67,Di Trach,Hoai Duc,Ha Noi
741,2024-06-19,14.1,31.3,77,998.8,16.2,8829.8,Di Trach,Hoai Duc,Ha Noi
742,2024-06-20,0.0,31.7,74,998.8,17.6,8688.6,Di Trach,Hoai Duc,Ha Noi
743,2024-06-21,1.2,32.0,75,999.5,17.3,8146.04,Di Trach,Hoai Duc,Ha Noi
744,2024-06-22,4.6,30.6,80,1001.3,15.9,7567.33,Di Trach,Hoai Duc,Ha Noi
745,2024-06-23,7.2,29.5,82,1001.7,17.8,7160.43,Di Trach,Hoai Duc,Ha Noi
746,2024-06-24,30.2,27.1,90,1001.9,9.7,6515.28,Di Trach,Hoai Duc,Ha Noi
747,2024-06-25,27.2,27.0,91,1003.7,13.0,6279.59,Di Trach,Hoai Duc,Ha Noi
748,2024-06-26,20.3,27.2,88,1006.3,16.8,6485.35,Di Trach,Hoai Duc,Ha Noi
749,2024-06-27,6.9,27.7,85,1007.2,14.8,8608.94,Di Trach,Hoai Duc,Ha Noi
750,2024-06-28,0.4,29.3,81,1004.0,19.9,10838.27,Di Trach,Hoai Duc,Ha Noi
751,2024-06-29,0.0,30.7,77,1001.5,19.1,9861.79,Di Trach,Hoai Duc,Ha Noi
752,2024-06-30,0.0,31.9,73,1000.0,19.0,8829.8,Di Trach,Hoai Duc,Ha Noi
753,2024-07-01,0.0,31.6,71,998.3,15.5,7905.79,Di Trach,Hoai Duc,Ha Noi
754,2024-07-02,14.7,29.6,79,1000.3,13.0,7127.53,Di Trach,Hoai Duc,Ha Noi
755,2024-07-03,21.6,28.2,88,1005.2,14.4,6775.42,Di Trach,Hoai Duc,Ha Noi
756,2024-07-04,5.2,28.5,83,1007.2,16.1,6933.26,Di Trach,Hoai Duc,Ha Noi
757,2024-07-05,1.2,29.0,80,1004.6,15.5,7497.94,Di Trach,Hoai Duc,Ha Noi
758,2024-07-06,0.4,29.4,79,1003.7,15.5,7997.35,Di Trach,Hoai Duc,Ha Noi
759,2024-07-07,2.2,29.6,78,1004.5,18.5,7797.3,Di Trach,Hoai Duc,Ha Noi
760,2024-07-08,1.1,30.1,78,1003.3,17.0,7226.7,Di Trach,Hoai Duc,Ha Noi
761,2024-07-09,1.0,30.8,76,1002.8,17.8,6775.42,Di Trach,Hoai Duc,Ha Noi
762,2024-07-10,4.8,30.3,79,1003.2,15.6,6236.35,Di Trach,Hoai Duc,Ha Noi
763,2024-07-11,1.3,30.5,77,1001.6,18.4,5846.9,Di Trach,Hoai Duc,Ha Noi
764,2024-07-12,0.6,30.7,78,999.6,14.7,5700.64,Di Trach,Hoai Duc,Ha Noi
765,2024-07-13,11.3,30.0,82,999.5,14.7,6024.6,Di Trach,Hoai Duc,Ha Noi
766,2024-07-14,10.6,28.1,86,1002.8,15.5,6515.28,Di Trach,Hoai Duc,Ha Noi
767,2024-07-15,29.9,27.3,89,1004.7,15.5,6682.44,Di Trach,Hoai Duc,Ha Noi
768,2024-07-16,19.7,27.4,88,1004.7,18.5,7078.46,Di Trach,Hoai Duc,Ha Noi
769,2024-07-17,33.6,27.2,89,1003.8,11.4,7193.49,Di Trach,Hoai Duc,Ha Noi
770,2024-07-18,32.3,27.1,90,1002.9,15.4,6667.07,Di Trach,Hoai Duc,Ha Noi
771,2024-07-19,26.0,27.3,89,1002.8,18.9,6222.0,Di Trach,Hoai Duc,Ha Noi
772,2024-07-20,4.9,27.9,89,1003.5,15.3,6440.69,Di Trach,Hoai Duc,Ha Noi
773,2024-07-21,13.1,28.6,87,1003.7,10.8,6250.73,Di Trach,Hoai Duc,Ha Noi
774,2024-07-22,6.7,28.4,88,1001.3,12.3,6366.95,Di Trach,Hoai Duc,Ha Noi
775,2024-07-23,134.0,26.8,92,996.8,14.5,6590.74,Di Trach,Hoai Duc,Ha Noi
776,2024-07-24,69.1,27.9,88,994.5,11.4,7226.7,Di Trach,Hoai Duc,Ha Noi
777,2024-07-25,12.7,28.3,89,994.1,12.6,8549.67,Di Trach,Hoai Duc,Ha Noi
778,2024-07-26,0.0,31.4,77,994.3,12.2,9310.08,Di Trach,Hoai Duc,Ha Noi
779,2024-07-27,11.3,32.2,78,997.4,15.5,8870.56,Di Trach,Hoai Duc,Ha Noi
780,2024-07-28,6.9,28.5,88,1000.3,14.1,8052.78,Di Trach,Hoai Duc,Ha Noi
781,2024-07-29,40.6,27.1,92,1000.3,11.9,7412.1,Di Trach,Hoai Duc,Ha Noi
782,2024-07-30,20.9,27.7,93,1000.1,12.7,7851.36,Di Trach,Hoai Duc,Ha Noi
783,2024-07-31,2.1,27.8,87,1001.1,15.5,9119.11,Di Trach,Hoai Duc,Ha Noi
784,2024-08-01,2.2,28.2,84,1001.9,17.8,12646.37,Di Trach,Hoai Duc,Ha Noi
785,2024-08-02,16.2,26.2,92,1001.8,21.8,18619.87,Di Trach,Hoai Duc,Ha Noi
786,2024-08-03,14.3,28.2,83,1003.5,13.1,20089.93,Di Trach,Hoai Duc,Ha Noi
787,2024-08-04,3.5,28.7,84,1005.2,8.7,18534.32,Di Trach,Hoai Duc,Ha Noi
