,date,rainfall,temperature,humidity,pressure,wind_speed,river_discharge,ward,district,city
0,2024-06-09,23.4,27.0,93,1002.4,9.5,19.61,An Khanh,Hoai Duc,Ha Noi
1,2024-06-10,29.1,27.1,91,1003.9,12.6,21.44,An Khanh,Hoai Duc,Ha Noi
2,2024-06-11,3.9,28.5,87,1003.4,11.9,15.71,An Khanh,Hoai Duc,Ha Noi
3,2024-06-12,0.2,30.2,82,1002.2,14.5,11.74,An Khanh,Hoai Duc,Ha Noi
4,2024-06-13,0.0,31.3,77,999.3,11.9,8.12,An Khanh,Hoai Duc,Ha Noi
5,2024-06-14,0.0,31.5,70,998.2,11.2,6.11,An Khanh,Hoai Duc,Ha Noi
6,2024-06-15,0.0,30.6,81,999.7,13.4,4.87,An Khanh,Hoai Duc,Ha Noi
7,2024-06-16,3.5,30.6,82,1000.9,17.6,4.28,An Khanh,Hoai Duc,Ha Noi
8,2024-06-17,22.6,30.8,80,1000.0,15.1,3.75,An Khanh,Hoai Duc,Ha Noi
9,2024-06-18,0.0,30.7,79,999.3,12.1,4.06,An Khanh,Hoai Duc,Ha Noi
10,2024-06-19,12.3,31.2,78,998.8,16.0,3.99,An Khanh,Hoai Duc,Ha Noi
11,2024-06-20,0.0,31.6,75,998.8,16.6,3.8,An Khanh,Hoai Duc,Ha Noi
12,2024-06-21,0.7,32.0,75,999.5,16.1,3.41,An Khanh,Hoai Duc,Ha Noi
13,2024-06-22,2.2,30.6,80,1001.3,15.6,1.47,An Khanh,Hoai Duc,Ha Noi
14,2024-06-23,3.0,29.4,83,1001.7,19.1,1.48,An Khanh,Hoai Duc,Ha Noi
15,2024-06-24,36.1,27.1,90,1001.9,9.4,4.33,An Khanh,Hoai Duc,Ha Noi
16,2024-06-25,25.7,26.9,91,1003.6,11.5,7.77,An Khanh,Hoai Duc,Ha Noi
17,2024-06-26,16.4,27.1,89,1006.3,16.8,14.92,An Khanh,Hoai Duc,Ha Noi
18,2024-06-27,5.4,27.6,86,1007.2,13.8,20.13,An Khanh,Hoai Duc,Ha Noi
19,2024-06-28,1.0,29.2,82,1004.0,18.8,12.18,An Khanh,Hoai Duc,Ha Noi
20,2024-06-29,0.0,30.6,78,1001.5,17.4,8.08,An Khanh,Hoai Duc,Ha Noi
21,2024-06-30,0.0,31.8,74,1000.0,18.9,5.9,An Khanh,Hoai Duc,Ha Noi
22,2024-07-01,0.0,31.4,72,998.4,14.8,4.53,An Khanh,Hoai Duc,Ha Noi
23,2024-07-02,17.0,29.6,79,1000.3,10.4,3.33,An Khanh,Hoai Duc,Ha Noi
24,2024-07-03,20.4,28.1,89,1005.2,14.3,7.83,An Khanh,Hoai Duc,Ha Noi
25,2024-07-04,3.6,28.5,84,1007.2,14.5,8.82,An Khanh,Hoai Duc,Ha Noi
26,2024-07-05,1.3,28.9,81,1004.6,15.0,4.92,An Khanh,Hoai Duc,Ha Noi
27,2024-07-06,0.8,29.3,80,1003.7,14.8,3.05,An Khanh,Hoai Duc,Ha Noi
28,2024-07-07,2.0,29.5,79,1004.5,18.3,2.47,An Khanh,Hoai Duc,Ha Noi
29,2024-07-08,0.9,30.0,79,1003.3,17.3,2.22,An Khanh,Hoai Duc,Ha Noi
30,2024-07-09,0.4,30.7,76,1002.8,17.8,1.86,An Khanh,Hoai Duc,Ha Noi
31,2024-07-10,2.4,30.3,79,1003.2,12.2,1.59,An Khanh,Hoai Duc,Ha Noi
32,2024-07-11,0.6,30.4,77,1001.6,17.7,2.37,An Khanh,Hoai Duc,Ha Noi
33,2024-07-12,0.1,30.6,78,999.6,14.1,1.92,An Khanh,Hoai Duc,Ha Noi
34,2024-07-13,9.5,30.0,82,999.5,14.3,1.44,An Khanh,Hoai Duc,Ha Noi
35,2024-07-14,10.6,28.0,86,1002.8,16.8,3.06,An Khanh,Hoai Duc,Ha Noi
36,2024-07-15,28.0,27.3,90,1004.7,14.9,5.31,An Khanh,Hoai Duc,Ha Noi
37,2024-07-16,18.3,27.3,88,1004.6,16.5,13.79,An Khanh,Hoai Duc,Ha Noi
38,2024-07-17,47.3,27.1,90,1003.8,11.3,14.17,An Khanh,Hoai Duc,Ha Noi
39,2024-07-18,27.1,27.0,90,1002.9,13.3,15.98,An Khanh,Hoai Duc,Ha Noi
40,2024-07-19,20.3,27.3,89,1002.7,19.6,16.38,An Khanh,Hoai Duc,Ha Noi
41,2024-07-20,5.1,27.8,89,1003.5,15.1,9.79,An Khanh,Hoai Duc,Ha Noi
42,2024-07-21,14.6,28.5,87,1003.7,13.7,6.8,An Khanh,Hoai Duc,Ha Noi
43,2024-07-22,5.2,28.4,88,1001.2,12.2,6.85,An Khanh,Hoai Duc,Ha Noi
44,2024-07-23,108.3,26.9,92,996.8,12.8,12.18,An Khanh,Hoai Duc,Ha Noi
45,2024-07-24,58.8,27.9,88,994.5,11.0,38.26,An Khanh,Hoai Duc,Ha Noi
46,2024-07-25,12.7,28.3,90,994.1,10.1,33.2,An Khanh,Hoai Duc,Ha Noi
47,2024-07-26,0.0,31.4,78,994.3,10.6,24.94,An Khanh,Hoai Duc,Ha Noi
48,2024-07-27,8.1,32.0,79,997.4,13.3,16.7,An Khanh,Hoai Duc,Ha Noi
49,2024-07-28,9.9,28.5,88,1000.3,14.6,16.06,An Khanh,Hoai Duc,Ha Noi
50,2024-07-29,33.9,27.1,92,1000.3,10.6,18.05,An Khanh,Hoai Duc,Ha Noi
51,2024-07-30,16.6,27.6,93,1000.1,10.8,25.36,An Khanh,Hoai Duc,Ha Noi
52,2024-07-31,2.1,27.8,88,1001.1,15.9,23.32,An Khanh,Hoai Duc,Ha Noi
53,2024-08-01,2.3,28.1,84,1001.9,16.9,10.72,An Khanh,Hoai Duc,Ha Noi
54,2024-08-02,18.8,26.1,92,1001.8,18.9,6.4,An Khanh,Hoai Duc,Ha Noi
55,2024-08-03,22.1,28.1,84,1003.5,11.9,8.27,An Khanh,Hoai Duc,Ha Noi
56,2024-08-04,2.6,28.6,84,1005.2,7.9,9.84,An Khanh,Hoai Duc,Ha Noi
57,2024-08-05,5.3,28.7,86,1004.6,11.9,8.08,An Khanh,Hoai Duc,Ha Noi
58,2024-08-06,5.3,29.1,86,1003.7,12.4,6.94,An Khanh,Hoai Duc,Ha Noi
59,2024-08-07,0.1,30.1,81,1003.8,15.4,5.44,An Khanh,Hoai Duc,Ha Noi
60,2024-08-08,0.2,30.7,79,1003.3,15.0,3.99,An Khanh,Hoai Duc,Ha Noi
61,2024-08-09,0.0,31.6,74,1000.7,15.9,2.53,An Khanh,Hoai Duc,Ha Noi
62,2024-08-10,0.2,31.9,74,999.1,11.7,2.13,An Khanh,Hoai Duc,Ha Noi
63,2024-08-11,0.3,29.4,82,1000.0,15.0,1.94,An Khanh,Hoai Duc,Ha Noi
64,2024-08-12,27.0,27.9,89,1000.8,9.8,2.13,An Khanh,Hoai Duc,Ha Noi
65,2024-08-13,12.6,27.3,90,1003.3,10.8,7.0,An Khanh,Hoai Duc,Ha Noi
66,2024-08-14,18.0,27.3,91,1004.2,10.9,7.26,An Khanh,Hoai Duc,Ha Noi
67,2024-08-15,11.3,27.7,91,1003.3,13.7,8.51,An Khanh,Hoai Duc,Ha Noi
68,2024-08-16,3.1,29.1,84,1003.0,10.5,9.14,An Khanh,Hoai Duc,Ha Noi
69,2024-08-17,10.3,28.5,87,1004.5,10.2,6.85,An Khanh,Hoai Duc,Ha Noi
70,2024-08-18,2.6,29.0,89,1004.2,7.7,5.19,An Khanh,Hoai Duc,Ha Noi
71,2024-08-19,5.5,29.2,86,1002.7,13.6,3.7,An Khanh,Hoai Duc,Ha Noi
72,2024-08-20,5.8,29.1,88,1002.9,13.5,2.77,An Khanh,Hoai Duc,Ha Noi
73,2024-08-21,8.2,28.5,87,1004.5,11.0,3.89,An Khanh,Hoai Duc,Ha Noi
74,2024-08-22,25.9,28.7,87,1005.6,13.9,6.26,An Khanh,Hoai Duc,Ha Noi
75,2024-08-23,21.3,27.0,91,1007.4,14.8,6.98,An Khanh,Hoai Duc,Ha Noi
76,2024-08-24,20.9,27.3,90,1006.7,15.6,4.94,An Khanh,Hoai Duc,Ha Noi
77,2024-08-25,20.2,27.5,86,1005.6,10.1,12.0,An Khanh,Hoai Duc,Ha Noi
78,2024-08-26,11.9,27.6,89,1005.2,14.8,13.29,An Khanh,Hoai Duc,Ha Noi
79,2024-08-27,7.8,28.8,85,1004.7,14.0,11.65,An Khanh,Hoai Duc,Ha Noi
80,2024-08-28,0.0,30.1,81,1002.9,10.5,7.69,An Khanh,Hoai Duc,Ha Noi
81,2024-08-29,0.2,30.0,84,1002.6,9.0,5.34,An Khanh,Hoai Duc,Ha Noi
82,2024-08-30,9.4,28.2,86,1004.1,12.7,5.41,An Khanh,Hoai Duc,Ha Noi
83,2024-08-31,6.8,28.4,85,1005.5,11.7,6.24,An Khanh,Hoai Duc,Ha Noi
84,2024-09-01,3.2,27.8,88,1006.1,10.5,6.96,An Khanh,Hoai Duc,Ha Noi
85,2024-09-02,9.0,28.6,85,1006.5,8.8,8.29,An Khanh,Hoai Duc,Ha Noi
86,2024-09-03,0.1,29.1,82,1005.8,12.3,8.27,An Khanh,Hoai Duc,Ha Noi
87,2024-09-04,0.0,29.6,81,1002.1,6.2,5.68,An Khanh,Hoai Duc,Ha Noi
88,2024-09-05,10.1,30.1,83,1000.2,13.4,3.93,An Khanh,Hoai Duc,Ha Noi
89,2024-09-06,15.0,28.5,82,999.3,20.0,3.81,An Khanh,Hoai Duc,Ha Noi
90,2024-09-07,129.0,26.1,88,992.6,56.4,5.87,An Khanh,Hoai Duc,Ha Noi
91,2024-09-08,26.0,27.6,89,997.0,33.9,86.5,An Khanh,Hoai Duc,Ha Noi
92,2024-09-09,24.9,26.9,92,1002.0,13.9,56.28,An Khanh,Hoai Duc,Ha Noi
93,2024-09-10,22.8,25.5,94,1004.9,14.5,38.36,An Khanh,Hoai Duc,Ha Noi
94,2024-09-11,77.9,25.0,95,1006.6,12.0,30.77,An Khanh,Hoai Duc,Ha Noi
95,2024-09-12,24.7,26.0,91,1006.3,8.9,45.88,An Khanh,Hoai Duc,Ha Noi
96,2024-09-13,0.8,27.4,86,1004.0,11.7,36.67,An Khanh,Hoai Duc,Ha Noi
97,2024-09-14,2.3,27.8,87,1001.9,10.7,31.36,An Khanh,Hoai Duc,Ha Noi
98,2024-09-15,10.6,28.4,85,1001.3,13.1,22.33,An Khanh,Hoai Duc,Ha Noi
99,2024-09-16,22.9,27.1,88,1003.7,18.3,17.84,An Khanh,Hoai Duc,Ha Noi
100,2024-09-17,45.4,26.4,90,1004.5,15.3,13.86,An Khanh,Hoai Duc,Ha Noi
101,2024-09-18,19.2,27.0,87,1003.4,16.4,28.24,An Khanh,Hoai Duc,Ha Noi
102,2024-09-19,19.4,26.6,88,1002.1,19.1,24.64,An Khanh,Hoai Duc,Ha Noi
103,2024-09-20,47.9,27.1,90,1002.3,16.0,16.3,An Khanh,Hoai Duc,Ha Noi
104,2024-09-21,30.7,27.3,89,1003.5,15.7,16.26,An Khanh,Hoai Duc,Ha Noi
105,2024-09-22,95.5,25.7,91,1005.1,17.3,23.21,An Khanh,Hoai Duc,Ha Noi
106,2024-09-23,7.5,25.1,79,1008.6,15.2,29.06,An Khanh,Hoai Duc,Ha Noi
107,2024-09-24,0.0,26.0,75,1008.9,11.6,20.88,An Khanh,Hoai Duc,Ha Noi
108,2024-09-25,0.0,25.8,84,1009.7,8.9,12.49,An Khanh,Hoai Duc,Ha Noi
109,2024-09-26,0.0,27.0,79,1009.7,13.1,9.0,An Khanh,Hoai Duc,Ha Noi
110,2024-09-27,0.0,28.2,79,1008.6,16.4,6.46,An Khanh,Hoai Duc,Ha Noi
111,2024-09-28,0.0,29.0,81,1006.2,18.2,4.75,An Khanh,Hoai Duc,Ha Noi
112,2024-09-29,5.1,28.2,88,1005.0,19.1,3.54,An Khanh,Hoai Duc,Ha Noi
113,2024-09-30,41.1,26.6,92,1005.0,10.0,10.75,An Khanh,Hoai Duc,Ha Noi
114,2024-10-01,8.8,26.3,76,1009.2,21.8,21.44,An Khanh,Hoai Duc,Ha Noi
115,2024-10-02,0.0,24.2,63,1014.1,18.6,13.62,An Khanh,Hoai Duc,Ha Noi
116,2024-10-03,0.0,23.6,64,1014.7,15.9,6.23,An Khanh,Hoai Duc,Ha Noi
117,2024-10-04,0.0,23.7,69,1014.1,9.9,4.42,An Khanh,Hoai Duc,Ha Noi
118,2024-10-05,0.0,24.0,70,1013.1,8.8,3.19,An Khanh,Hoai Duc,Ha Noi
119,2024-10-06,0.0,24.9,74,1013.5,11.2,2.36,An Khanh,Hoai Duc,Ha Noi
120,2024-10-07,0.0,26.6,70,1014.4,14.7,1.77,An Khanh,Hoai Duc,Ha Noi
121,2024-10-08,0.0,26.4,66,1014.0,16.6,1.35,An Khanh,Hoai Duc,Ha Noi
122,2024-10-09,0.0,25.7,71,1012.8,13.6,1.05,An Khanh,Hoai Duc,Ha Noi
123,2024-10-10,0.0,25.7,72,1011.9,10.0,0.81,An Khanh,Hoai Duc,Ha Noi
124,2024-10-11,0.0,26.0,72,1011.5,11.4,0.64,An Khanh,Hoai Duc,Ha Noi
125,2024-10-12,0.7,26.2,78,1012.1,10.7,0.55,An Khanh,Hoai Duc,Ha Noi
126,2024-10-13,1.1,26.6,78,1011.8,12.6,0.51,An Khanh,Hoai Duc,Ha Noi
127,2024-10-14,0.4,27.1,79,1010.9,10.8,0.49,An Khanh,Hoai Duc,Ha Noi
128,2024-10-15,14.9,25.9,85,1011.5,10.7,1.0,An Khanh,Hoai Duc,Ha Noi
129,2024-10-16,4.1,26.1,83,1012.0,9.8,1.99,An Khanh,Hoai Duc,Ha Noi
130,2024-10-17,1.9,27.2,82,1010.2,10.1,2.1,An Khanh,Hoai Duc,Ha Noi
131,2024-10-18,0.9,27.6,81,1009.6,12.0,1.63,An Khanh,Hoai Duc,Ha Noi
132,2024-10-19,1.1,27.4,81,1011.9,10.1,1.4,An Khanh,Hoai Duc,Ha Noi
133,2024-10-20,2.3,27.6,76,1013.8,11.9,1.29,An Khanh,Hoai Duc,Ha Noi
134,2024-10-21,8.6,25.9,87,1013.3,10.9,1.44,An Khanh,Hoai Duc,Ha Noi
135,2024-10-22,0.8,26.9,81,1013.5,15.3,3.14,An Khanh,Hoai Duc,Ha Noi
136,2024-10-23,0.1,25.8,58,1014.6,19.2,2.87,An Khanh,Hoai Duc,Ha Noi
137,2024-10-24,0.0,23.9,64,1011.7,12.4,2.3,An Khanh,Hoai Duc,Ha Noi
138,2024-10-25,0.0,24.3,57,1009.1,10.4,1.17,An Khanh,Hoai Duc,Ha Noi
139,2024-10-26,0.0,25.2,57,1007.7,21.3,0.87,An Khanh,Hoai Duc,Ha Noi
140,2024-10-27,26.3,21.6,76,1009.7,24.0,0.66,An Khanh,Hoai Duc,Ha Noi
141,2024-10-28,6.5,21.4,77,1010.8,18.8,2.94,An Khanh,Hoai Duc,Ha Noi
142,2024-10-29,1.6,22.1,82,1010.4,10.3,3.59,An Khanh,Hoai Duc,Ha Noi
143,2024-10-30,0.0,24.3,70,1010.7,11.2,2.66,An Khanh,Hoai Duc,Ha Noi
144,2024-10-31,0.0,24.9,79,1009.2,8.6,2.5,An Khanh,Hoai Duc,Ha Noi
145,2024-11-01,0.0,25.4,66,1011.7,16.8,1.78,An Khanh,Hoai Duc,Ha Noi
146,2024-11-02,0.0,23.9,56,1016.0,15.2,1.28,An Khanh,Hoai Duc,Ha Noi
147,2024-11-03,0.0,23.0,71,1016.1,11.3,0.94,An Khanh,Hoai Duc,Ha Noi
148,2024-11-04,0.1,24.3,68,1016.2,14.8,0.71,An Khanh,Hoai Duc,Ha Noi
149,2024-11-05,0.1,23.5,74,1017.7,14.8,0.56,An Khanh,Hoai Duc,Ha Noi
150,2024-11-06,0.0,23.5,70,1018.3,14.2,0.49,An Khanh,Hoai Duc,Ha Noi
151,2024-11-07,0.0,23.5,66,1018.0,13.5,0.45,An Khanh,Hoai Duc,Ha Noi
152,2024-11-08,0.0,22.3,71,1016.6,9.1,1.08,An Khanh,Hoai Duc,Ha Noi
153,2024-11-09,0.0,22.2,72,1014.3,8.0,0.8,An Khanh,Hoai Duc,Ha Noi
154,2024-11-10,0.0,23.1,71,1014.2,10.5,0.62,An Khanh,Hoai Duc,Ha Noi
155,2024-11-11,0.0,24.5,72,1013.1,9.9,0.52,An Khanh,Hoai Duc,Ha Noi
156,2024-11-12,0.0,25.4,76,1011.3,11.6,0.48,An Khanh,Hoai Duc,Ha Noi
157,2024-11-13,0.0,25.8,77,1009.7,12.9,0.45,An Khanh,Hoai Duc,Ha Noi
158,2024-11-14,0.2,25.9,82,1009.1,13.0,0.43,An Khanh,Hoai Duc,Ha Noi
159,2024-11-15,0.0,26.6,81,1008.2,14.3,0.41,An Khanh,Hoai Duc,Ha Noi
160,2024-11-16,0.8,26.7,81,1009.5,11.4,0.4,An Khanh,Hoai Duc,Ha Noi
161,2024-11-17,0.2,26.0,80,1012.1,6.8,0.39,An Khanh,Hoai Duc,Ha Noi
162,2024-11-18,4.9,23.8,86,1014.9,14.0,0.38,An Khanh,Hoai Duc,Ha Noi
163,2024-11-19,0.1,24.4,71,1016.2,12.0,0.76,An Khanh,Hoai Duc,Ha Noi
164,2024-11-20,0.0,23.3,63,1016.8,14.5,1.21,An Khanh,Hoai Duc,Ha Noi
165,2024-11-21,0.0,21.7,63,1017.0,10.8,0.99,An Khanh,Hoai Duc,Ha Noi
166,2024-11-22,0.0,22.2,60,1017.2,14.9,0.73,An Khanh,Hoai Duc,Ha Noi
167,2024-11-23,0.0,22.0,65,1017.4,10.4,0.49,An Khanh,Hoai Duc,Ha Noi
168,2024-11-24,0.0,21.9,78,1016.3,8.9,0.45,An Khanh,Hoai Duc,Ha Noi
169,2024-11-25,0.0,23.7,80,1015.5,8.5,0.43,An Khanh,Hoai Duc,Ha Noi
170,2024-11-26,2.1,19.9,73,1018.3,20.5,0.73,An Khanh,Hoai Duc,Ha Noi
171,2024-11-27,0.0,19.6,62,1020.1,16.8,0.94,An Khanh,Hoai Duc,Ha Noi
172,2024-11-28,0.0,19.4,52,1022.4,16.6,0.58,An Khanh,Hoai Duc,Ha Noi
173,2024-11-29,0.0,18.4,63,1020.1,9.2,0.5,An Khanh,Hoai Duc,Ha Noi
174,2024-11-30,0.0,19.2,65,1015.5,9.3,0.45,An Khanh,Hoai Duc,Ha Noi
175,2024-12-01,0.0,20.2,74,1011.8,13.4,0.43,An Khanh,Hoai Duc,Ha Noi
176,2024-12-02,0.0,21.8,80,1012.2,10.1,0.41,An Khanh,Hoai Duc,Ha Noi
177,2024-12-03,0.3,22.2,86,1012.6,11.7,0.39,An Khanh,Hoai Duc,Ha Noi
178,2024-12-04,0.1,23.0,79,1012.9,14.4,0.39,An Khanh,Hoai Duc,Ha Noi
179,2024-12-05,0.2,22.8,78,1013.1,13.1,0.39,An Khanh,Hoai Duc,Ha Noi
180,2024-12-06,7.8,21.1,89,1013.1,16.2,0.37,An Khanh,Hoai Duc,Ha Noi
181,2024-12-07,0.6,19.0,71,1016.8,15.0,0.91,An Khanh,Hoai Duc,Ha Noi
182,2024-12-08,0.2,16.8,65,1020.3,15.3,1.26,An Khanh,Hoai Duc,Ha Noi
183,2024-12-09,0.0,17.5,70,1017.0,5.9,0.77,An Khanh,Hoai Duc,Ha Noi
184,2024-12-10,0.2,20.6,80,1012.5,11.7,0.66,An Khanh,Hoai Duc,Ha Noi
185,2024-12-11,3.1,19.4,80,1015.1,22.7,0.55,An Khanh,Hoai Duc,Ha Noi
186,2024-12-12,0.2,16.7,69,1017.2,12.1,0.58,An Khanh,Hoai Duc,Ha Noi
187,2024-12-13,0.2,16.3,62,1020.4,16.3,0.59,An Khanh,Hoai Duc,Ha Noi
188,2024-12-14,0.8,15.0,58,1025.0,17.2,0.43,An Khanh,Hoai Duc,Ha Noi
189,2024-12-15,0.1,14.3,55,1025.5,14.7,0.41,An Khanh,Hoai Duc,Ha Noi
190,2024-12-16,0.2,15.4,69,1022.3,8.5,0.4,An Khanh,Hoai Duc,Ha Noi
191,2024-12-17,0.0,16.3,68,1018.9,5.4,0.38,An Khanh,Hoai Duc,Ha Noi
192,2024-12-18,0.0,17.8,58,1020.1,15.2,0.37,An Khanh,Hoai Duc,Ha Noi
193,2024-12-19,0.0,16.7,58,1020.4,12.0,0.37,An Khanh,Hoai Duc,Ha Noi
194,2024-12-20,0.0,16.1,64,1018.2,13.5,0.36,An Khanh,Hoai Duc,Ha Noi
195,2024-12-21,0.0,16.3,66,1019.2,8.7,0.35,An Khanh,Hoai Duc,Ha Noi
196,2024-12-22,0.0,16.6,60,1019.3,10.6,0.35,An Khanh,Hoai Duc,Ha Noi
197,2024-12-23,0.0,16.2,66,1018.7,8.7,0.34,An Khanh,Hoai Duc,Ha Noi
198,2024-12-24,0.0,16.8,56,1020.0,13.5,0.34,An Khanh,Hoai Duc,Ha Noi
199,2024-12-25,0.0,17.8,66,1019.0,6.8,0.34,An Khanh,Hoai Duc,Ha Noi
200,2024-12-26,0.0,19.5,63,1020.9,12.7,0.34,An Khanh,Hoai Duc,Ha Noi
201,2024-12-27,0.2,17.9,62,1023.2,14.6,0.34,An Khanh,Hoai Duc,Ha Noi
202,2024-12-28,0.1,17.8,52,1025.0,17.8,0.34,An Khanh,Hoai Duc,Ha Noi
203,2024-12-29,0.0,16.4,63,1020.2,15.2,0.33,An Khanh,Hoai Duc,Ha Noi
204,2024-12-30,0.0,16.8,77,1019.2,6.8,0.33,An Khanh,Hoai Duc,Ha Noi
205,2024-12-31,0.1,18.1,69,1019.7,12.2,0.33,An Khanh,Hoai Duc,Ha Noi
206,2025-01-01,0.0,17.4,75,1016.1,10.1,0.33,An Khanh,Hoai Duc,Ha Noi
207,2025-01-02,0.0,18.7,71,1017.2,6.2,0.33,An Khanh,Hoai Duc,Ha Noi
208,2025-01-03,0.0,19.1,65,1018.8,13.5,0.32,An Khanh,Hoai Duc,Ha Noi
209,2025-01-04,0.0,18.3,65,1017.5,13.4,0.33,An Khanh,Hoai Duc,Ha Noi
210,2025-01-05,0.0,18.5,65,1019.2,10.0,0.33,An Khanh,Hoai Duc,Ha Noi
211,2025-01-06,0.0,18.2,66,1016.6,13.8,0.31,An Khanh,Hoai Duc,Ha Noi
212,2025-01-07,0.0,17.9,80,1015.9,12.0,0.31,An Khanh,Hoai Duc,Ha Noi
213,2025-01-08,0.5,19.2,81,1016.7,15.1,0.31,An Khanh,Hoai Duc,Ha Noi
214,2025-01-09,0.0,19.0,59,1020.2,19.9,0.31,An Khanh,Hoai Duc,Ha Noi
215,2025-01-10,0.0,16.3,46,1026.6,18.6,0.31,An Khanh,Hoai Duc,Ha Noi
216,2025-01-11,0.0,15.1,43,1029.3,19.5,0.31,An Khanh,Hoai Duc,Ha Noi
217,2025-01-12,0.0,13.8,56,1025.4,11.9,0.31,An Khanh,Hoai Duc,Ha Noi
218,2025-01-13,0.0,14.5,60,1020.5,9.1,0.31,An Khanh,Hoai Duc,Ha Noi
219,2025-01-14,0.0,16.7,73,1019.7,10.8,0.31,An Khanh,Hoai Duc,Ha Noi
220,2025-01-15,0.3,18.3,60,1023.4,17.0,0.31,An Khanh,Hoai Duc,Ha Noi
221,2025-01-16,0.0,17.7,51,1023.5,15.0,0.31,An Khanh,Hoai Duc,Ha Noi
222,2025-01-17,0.0,16.7,67,1019.7,15.2,0.31,An Khanh,Hoai Duc,Ha Noi
223,2025-01-18,0.0,16.9,73,1017.6,10.9,0.31,An Khanh,Hoai Duc,Ha Noi
224,2025-01-19,0.0,18.3,65,1015.6,12.4,0.31,An Khanh,Hoai Duc,Ha Noi
225,2025-01-20,0.0,18.5,66,1014.2,12.3,0.31,An Khanh,Hoai Duc,Ha Noi
226,2025-01-21,0.0,18.9,68,1013.5,18.2,0.3,An Khanh,Hoai Duc,Ha Noi
227,2025-01-22,1.1,18.9,83,1013.9,11.1,0.3,An Khanh,Hoai Duc,Ha Noi
228,2025-01-23,1.6,19.5,83,1013.0,15.8,0.3,An Khanh,Hoai Duc,Ha Noi
229,2025-01-24,0.1,21.3,81,1009.3,17.5,0.3,An Khanh,Hoai Duc,Ha Noi
230,2025-01-25,5.3,22.0,85,1010.9,17.1,0.33,An Khanh,Hoai Duc,Ha Noi
231,2025-01-26,12.0,15.5,68,1022.7,25.1,1.9,An Khanh,Hoai Duc,Ha Noi
232,2025-01-27,0.1,15.2,48,1022.6,15.9,2.44,An Khanh,Hoai Duc,Ha Noi
233,2025-01-28,0.0,13.8,48,1023.5,13.7,1.39,An Khanh,Hoai Duc,Ha Noi
234,2025-01-29,0.0,13.9,61,1021.9,12.0,0.83,An Khanh,Hoai Duc,Ha Noi
235,2025-01-30,0.0,17.1,70,1014.6,20.9,0.61,An Khanh,Hoai Duc,Ha Noi
236,2025-01-31,0.2,20.5,80,1011.0,21.0,0.5,An Khanh,Hoai Duc,Ha Noi
237,2025-02-01,1.7,21.5,84,1009.3,17.2,0.44,An Khanh,Hoai Duc,Ha Noi
238,2025-02-02,2.1,21.1,84,1010.7,15.7,0.52,An Khanh,Hoai Duc,Ha Noi
239,2025-02-03,5.6,16.2,68,1019.2,20.5,0.77,An Khanh,Hoai Duc,Ha Noi
240,2025-02-04,0.0,15.6,53,1020.9,14.5,0.86,An Khanh,Hoai Duc,Ha Noi
241,2025-02-05,0.7,16.0,77,1015.6,13.3,0.94,An Khanh,Hoai Duc,Ha Noi
242,2025-02-06,1.6,17.8,83,1014.0,16.3,0.63,An Khanh,Hoai Duc,Ha Noi
243,2025-02-07,5.0,14.8,74,1020.4,16.2,0.89,An Khanh,Hoai Duc,Ha Noi
244,2025-02-08,0.5,13.7,63,1023.7,12.4,1.03,An Khanh,Hoai Duc,Ha Noi
245,2025-02-09,0.0,13.8,55,1022.1,8.7,0.52,An Khanh,Hoai Duc,Ha Noi
246,2025-02-10,0.0,14.8,72,1018.8,9.0,0.22,An Khanh,Hoai Duc,Ha Noi
247,2025-02-11,0.0,17.6,80,1015.3,14.9,0.17,An Khanh,Hoai Duc,Ha Noi
248,2025-02-12,1.0,19.7,84,1015.2,8.9,0.14,An Khanh,Hoai Duc,Ha Noi
249,2025-02-13,3.0,19.3,77,1016.3,14.0,0.19,An Khanh,Hoai Duc,Ha Noi
250,2025-02-14,0.5,19.7,79,1013.8,13.9,0.17,An Khanh,Hoai Duc,Ha Noi
251,2025-02-15,0.8,21.2,86,1011.3,16.5,0.14,An Khanh,Hoai Duc,Ha Noi
252,2025-02-16,6.2,17.8,86,1015.4,14.1,0.41,An Khanh,Hoai Duc,Ha Noi
253,2025-02-17,0.8,18.6,83,1017.4,10.8,0.52,An Khanh,Hoai Duc,Ha Noi
254,2025-02-18,4.6,17.2,88,1018.5,9.7,0.44,An Khanh,Hoai Duc,Ha Noi
255,2025-02-19,0.9,17.8,88,1017.4,8.3,0.44,An Khanh,Hoai Duc,Ha Noi
256,2025-02-20,0.5,19.9,86,1017.1,12.0,0.25,An Khanh,Hoai Duc,Ha Noi
257,2025-02-21,0.7,20.0,86,1018.2,16.9,0.19,An Khanh,Hoai Duc,Ha Noi
258,2025-02-22,3.5,19.5,86,1018.9,10.1,0.19,An Khanh,Hoai Duc,Ha Noi
259,2025-02-23,5.1,17.1,80,1023.3,16.5,0.28,An Khanh,Hoai Duc,Ha Noi
260,2025-02-24,1.9,13.9,78,1026.3,14.0,0.37,An Khanh,Hoai Duc,Ha Noi
261,2025-02-25,9.3,14.2,91,1024.3,8.3,0.28,An Khanh,Hoai Duc,Ha Noi
262,2025-02-26,1.6,15.8,85,1021.1,9.7,1.22,An Khanh,Hoai Duc,Ha Noi
